frame_num,pupil_x,pupil_y,inner_x,inner_y,outer_x,outer_y,eye_state,flag
82,,,950,479,,,1,
83,,,950,479,,,1,
84,,,950,479,,,1,
85,,,950,479,,,1,
86,,,950,479,,,1,
87,,,950,479,,,1,
88,,,950,479,,,1,
89,,,950,477,,,1,
90,,,950,479,,,1,
91,,,950,479,,,1,
92,,,950,479,,,1,
93,,,950,479,,,1,
94,,,950,479,,,1,
95,,,952,479,,,1,
96,,,950,479,,,1,
97,,,950,479,,,1,
98,,,950,479,,,1,
99,,,950,479,,,1,
100,,,950,479,,,1,
101,,,950,479,,,1,
102,,,950,479,,,1,
103,,,950,479,,,1,
104,,,950,479,,,1,
105,,,953,479,,,1,
106,,,951,479,,,1,
107,,,952,479,,,1,
108,,,952,479,,,1,
109,,,952,479,,,1,
110,,,952,479,,,1,
111,,,952,479,,,1,
112,,,952,479,,,1,
113,,,952,479,,,1,
114,,,952,479,,,1,
115,,,954,478,,,1,
116,,,955,478,,,1,
117,,,954,478,,,1,
118,,,954,478,,,1,
119,,,954,478,,,1,
120,,,955,478,,,1,
121,,,956,478,,,1,
122,,,957,478,,,1,
123,,,957,478,,,1,
124,,,957,478,,,1,
125,,,957,478,,,1,
126,,,957,478,,,1,
127,,,957,478,,,1,
128,,,957,478,,,1,
129,,,957,478,,,1,
130,,,958,478,,,1,
131,,,955,480,,,1,
132,,,955,480,,,1,
133,,,955,480,,,1,
134,,,955,481,,,1,
135,,,955,480,,,1,
136,,,954,479,,,1,
137,,,955,480,,,1,
138,,,955,480,,,1,
139,,,955,480,,,1,
140,,,956,480,,,1,
141,,,956,480,,,1,
142,,,955,480,,,1,
143,,,956,480,,,1,
144,,,955,480,,,1,
145,,,954,480,,,1,
146,,,954,480,,,1,
147,,,954,480,,,1,
148,,,954,481,,,1,
149,,,954,480,,,1,
150,,,954,480,,,1,
151,,,954,480,,,1,
152,,,954,480,,,1,
153,,,954,480,,,1,
154,,,954,480,,,1,
155,,,956,478,,,1,
156,,,957,481,,,1,
157,,,957,481,,,1,
158,,,957,481,,,1,
159,,,955,481,,,1,
160,,,957,481,,,1,
161,,,957,481,,,1,
162,,,957,481,,,1,
163,,,957,481,,,1,
164,,,957,481,,,1,
165,,,957,481,,,1,
166,,,957,481,,,1,
167,,,957,481,,,1,
168,,,957,481,,,1,
169,,,957,481,,,1,
170,,,957,481,,,1,
171,,,957,481,,,1,
172,,,957,481,,,1,
173,,,957,481,,,1,
174,,,,,,,1,
175,,,,,,,1,
176,,,,,,,1,
177,,,,,,,1,
178,,,,,,,1,
179,,,,,,,1,
180,,,,,,,1,
181,,,,,,,1,
182,,,,,,,1,
183,,,,,,,1,
184,,,,,,,1,
185,,,,,,,1,
186,,,,,,,1,
187,,,,,,,1,
188,,,,,,,1,
189,,,,,,,1,
190,,,,,,,1,
191,,,,,,,1,
192,,,,,,,1,
193,,,,,,,1,
194,,,,,,,1,
195,,,,,,,1,
196,,,,,,,1,
197,,,,,,,1,
198,,,,,,,1,
199,,,,,,,1,
200,,,,,,,1,
201,,,,,,,1,
202,,,,,,,1,
203,,,,,,,1,
204,,,,,,,1,
205,,,,,,,1,
206,,,,,,,1,
207,,,,,,,1,
208,,,,,,,1,
209,,,,,,,1,
210,,,,,,,1,
211,,,,,,,1,
212,,,,,,,1,
213,,,,,,,1,
214,,,,,,,1,
215,,,,,,,1,
216,,,953,478,,,1,
217,,,953,478,,,1,
218,,,953,478,,,1,
219,,,953,478,,,1,
220,,,953,478,,,1,
221,,,953,478,,,1,
222,,,953,478,,,1,
223,,,954,478,,,1,
224,,,954,478,,,1,
225,,,954,478,,,1,
226,,,954,478,,,1,
227,,,954,478,,,1,
228,,,954,478,,,1,
229,,,954,478,,,1,
230,,,954,478,,,1,
231,,,954,478,,,1,
232,,,954,478,,,1,
233,,,954,478,,,1,
234,,,954,478,,,1,
235,,,954,478,,,1,
236,,,954,478,,,1,
237,,,,,,,1,
238,,,,,,,1,
239,,,,,,,1,
240,,,,,,,1,
241,,,,,,,1,
242,,,,,,,1,
243,,,,,,,1,
244,,,,,,,1,
245,,,,,,,1,
246,,,,,,,1,
247,,,,,,,1,
248,,,,,,,1,
249,,,,,,,1,
250,,,,,,,1,
251,,,,,,,1,
252,,,,,,,1,
253,,,,,,,1,
254,,,,,,,1,
255,,,,,,,1,
256,,,,,,,1,
257,,,,,,,1,
258,,,,,,,1,
259,,,,,,,1,
260,,,,,,,1,
261,,,,,,,1,
262,,,,,,,1,
263,,,,,,,1,
264,,,,,,,1,
265,,,,,,,1,
266,,,,,,,1,
267,,,,,,,1,
268,,,,,,,1,
269,,,,,,,1,
270,,,,,,,1,
271,,,,,,,1,
272,,,,,,,1,
273,,,,,,,1,
274,,,,,,,1,
275,,,,,,,1,
276,,,,,,,1,
277,,,,,,,1,
278,,,,,,,1,
279,,,,,,,1,
280,,,,,,,1,
281,,,,,,,1,
282,,,,,,,1,
283,,,,,,,1,
284,,,,,,,1,
285,,,,,,,1,
286,,,,,,,1,
287,,,,,,,1,
288,,,,,,,1,
289,,,,,,,1,
290,,,,,,,1,
291,,,,,,,1,
292,,,,,,,1,
293,,,,,,,1,
294,,,,,,,1,
295,,,,,,,1,
296,,,,,,,1,
297,,,,,,,1,
298,,,,,,,1,
299,,,,,,,1,
300,,,,,,,1,
301,,,,,,,1,
302,,,,,,,1,
303,,,,,,,1,
304,,,,,,,1,
305,,,958,483,,,1,
306,,,958,483,,,1,
307,,,958,483,,,1,
308,,,958,481,,,1,
309,,,958,481,,,1,
310,,,958,481,,,1,
311,,,958,481,,,1,
312,,,958,483,,,1,
313,,,958,483,,,1,
314,,,960,483,,,1,
315,,,960,483,,,1,
316,,,960,483,,,1,
317,,,960,483,,,1,
318,,,960,483,,,1,
319,,,960,483,,,1,
320,,,960,483,,,1,
321,,,961,481,,,1,
322,,,961,481,,,1,
323,,,961,481,,,1,
324,,,961,481,,,1,
325,,,958,481,,,1,
326,,,960,482,,,1,
327,,,960,482,,,1,
328,,,960,482,,,1,
329,,,958,481,,,1,
330,,,960,482,,,1,
331,,,960,482,,,1,
332,,,957,481,,,1,
333,,,960,482,,,1,
334,,,956,479,,,1,
335,,,954,480,,,1,
336,,,953,482,,,1,
337,,,953,482,,,1,
338,,,955,482,,,1,
339,,,958,481,,,1,
340,,,958,481,,,1,
341,,,958,481,,,1,
342,,,958,481,,,1,
343,,,958,481,,,1,
344,,,958,481,,,1,
345,,,958,481,,,1,
346,,,958,481,,,1,
347,,,954,480,,,1,
348,,,952,484,,,1,
349,,,952,484,,,1,
350,,,952,484,,,1,
351,,,952,484,,,1,
352,,,952,484,,,1,
353,,,952,484,,,1,
354,,,952,484,,,1,
355,,,953,482,,,1,
356,,,953,482,,,1,
357,,,952,480,,,1,
358,,,952,480,,,1,
359,,,952,480,,,1,
360,,,952,480,,,1,
361,,,952,480,,,1,
362,,,952,480,,,1,
363,,,952,480,,,1,
364,,,945,480,,,1,
365,,,945,480,,,1,
366,,,944,482,,,1,
367,,,945,483,,,1,
368,,,945,483,,,1,
369,,,943,480,,,1,
370,,,943,480,,,1,
371,,,943,480,,,1,
372,,,943,480,,,1,
373,,,943,480,,,1,
374,,,944,482,,,1,
375,,,944,482,,,1,
376,,,944,481,,,1,
377,,,944,481,,,1,
378,,,944,481,,,1,
379,,,944,481,,,1,
380,,,944,481,,,1,
381,,,944,481,,,1,
382,,,944,481,,,1,
383,,,944,481,,,1,
384,,,944,481,,,1,
385,,,944,481,,,1,
386,,,944,481,,,1,
387,,,944,481,,,1,
388,,,944,481,,,1,
389,,,944,481,,,1,
390,,,944,481,,,1,
391,,,944,481,,,1,
392,,,944,481,,,1,
393,,,944,481,,,1,
394,,,944,481,,,1,
395,,,944,481,,,1,
396,,,944,481,,,1,
397,,,944,481,,,1,
398,,,944,481,,,1,
399,,,944,481,,,1,
400,,,944,481,,,1,
401,,,945,483,,,1,
402,,,945,483,,,1,
403,,,946,482,,,1,
