frame_num,pupil_x,pupil_y,inner_x,inner_y,outer_x,outer_y,eye_state,flag
183,,,956,483,,,1,
184,,,,,,,0,
185,,,,,,,0,
186,,,,,,,0,
187,,,955,481,,,1,
188,,,957,482,,,1,
189,,,957,482,,,1,
190,,,957,482,,,1,
191,,,957,482,,,1,
192,,,957,482,,,1,
193,,,955,483,,,1,
194,,,957,484,,,1,
195,,,957,484,,,1,
196,,,957,484,,,1,
197,,,957,484,,,1,
198,,,957,484,,,1,
199,,,957,484,,,1,
200,,,957,484,,,1,
201,,,957,484,,,1,
202,,,957,484,,,1,
203,,,957,484,,,1,
204,,,957,484,,,1,
205,,,957,484,,,1,
206,,,957,484,,,1,
207,,,957,484,,,1,
208,,,957,484,,,0,
209,,,,,,,0,
210,,,,,,,0,
211,,,,,,,0,
212,,,953,481,,,1,
213,,,955,482,,,1,
214,,,955,482,,,1,
215,,,955,482,,,1,
216,,,955,482,,,1,
217,,,955,482,,,1,
218,,,955,482,,,1,
219,,,955,482,,,1,
220,,,955,482,,,1,
221,,,955,482,,,1,
222,,,955,482,,,1,
223,,,955,482,,,1,
224,,,955,482,,,1,
225,,,955,482,,,1,
226,,,955,482,,,1,
227,,,955,482,,,1,
228,,,955,482,,,1,
229,,,955,482,,,1,
230,,,955,482,,,1,
231,,,955,482,,,1,
232,,,955,482,,,1,
233,,,,,,,0,
234,,,,,,,0,
235,,,,,,,0,
236,,,,,,,0,
237,,,954,483,,,1,
238,,,956,483,,,1,
239,,,956,483,,,1,
240,,,956,483,,,1,
241,,,956,483,,,1,
242,,,956,483,,,1,
243,,,956,483,,,1,
244,,,956,483,,,1,
245,,,956,483,,,1,
246,,,956,483,,,1,
247,,,956,483,,,1,
248,,,956,483,,,1,
249,,,956,483,,,1,
250,,,956,483,,,1,
251,,,956,483,,,1,
252,,,956,483,,,1,
253,,,956,483,,,1,
254,,,956,483,,,1,
255,,,956,483,,,1,
256,,,956,483,,,1,
257,,,959,483,,,1,
258,,,959,483,,,1,
259,,,959,483,,,1,
260,,,959,483,,,1,
261,,,959,483,,,1,
262,,,959,483,,,1,
263,,,959,483,,,1,
264,,,959,483,,,1,
265,,,962,485,,,1,
266,,,962,485,,,1,
